STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
TX,35,H,M,3,,N,L,F,A,T,1
FL,37,H,M,2,,Y,L,G,C,T,2
other,12,U,M,2,,N,L,G,A,S,1
CA,2,H,F,3,,N,L,D,A,U,1
other,42,N,M,0,,N,L,F,B,R,1
WA,44,H,M,2,,N,L,E,C,R,2
CA,1,H,F,1,,N,L,F,A,U,1
other,39,H,M,2,,N,L,F,C,T,2
CA,40,N,M,3,,N,L,F,A,R,2
GA,44,H,M,3,,Y,L,E,A,R,2
IL,24,H,M,3,,Y,L,F,A,C,1
CA,39,U,F,1,,N,L,E,B,T,2
other,36,H,M,2,,Y,L,F,D,T,2
WA,21,H,F,2,,N,L,G,B,S,3
NC,23,U,F,2,,N,L,F,C,C,1
IL,34,H,F,2,,N,L,F,D,T,1
TX,24,H,F,3,,Y,L,E,A,C,1
GA,40,N,F,0,,N,L,F,D,R,2
other,43,H,F,3,,N,L,G,D,R,2
CA,18,H,M,2,,N,L,F,B,S,2
WA,12,N,F,0,,N,L,E,A,S,1
TX,24,H,F,3,,N,L,F,A,C,1
CA,14,H,F,3,,N,L,D,A,S,1
other,53,H,F,3,,N,L,G,D,R,3
CA,13,N,F,0,,N,L,E,A,S,1
CA,8,H,M,3,,N,L,E,A,U,3
CA,1,H,M,2,,N,L,F,A,U,1
NC,36,U,F,2,,Y,L,E,C,T,2
CA,28,N,M,0,,N,L,F,A,C,2
other,50,N,M,0,,N,L,F,D,R,3
CA,15,H,F,3,,N,L,G,A,S,1
IL,27,N,M,0,,N,L,F,A,C,2
other,38,U,F,2,,N,L,E,B,T,2
FL,28,H,M,3,,N,L,F,B,C,2
other,49,H,M,3,,N,L,G,D,R,2
other,39,H,M,3,,N,L,F,A,T,2
IL,8,U,F,3,,N,L,D,A,U,3
CA,35,H,F,3,,N,L,G,A,T,1
IN,27,H,M,3,,N,L,E,C,C,2
MI,45,H,F,2,,N,L,G,D,R,2
other,43,N,F,0,,N,L,D,D,R,2
FL,30,U,M,3,,Y,L,F,C,C,3
CA,11,U,F,2,,N,L,G,A,S,1
other,29,N,M,0,,N,L,G,A,C,2
MI,12,H,M,3,,Y,L,F,A,S,1
IL,14,H,F,3,,N,L,G,A,S,1
other,13,H,M,3,,N,L,E,B,S,1
GA,40,H,M,3,,N,L,E,A,T,2
MI,26,H,M,3,,N,L,F,C,C,2
MO,39,U,F,3,,N,L,G,A,T,2
other,42,H,M,2,,Y,L,G,B,R,1
TX,51,U,F,3,,Y,L,F,C,R,3
MO,39,H,M,3,,N,L,F,A,T,2
CA,10,N,F,0,,N,L,G,A,U,4
IL,21,U,M,3,,N,L,F,B,S,3
other,35,H,M,3,,Y,L,F,B,T,1
IL,26,U,F,3,,N,L,D,C,C,2
FL,49,H,M,3,,N,L,F,B,R,2
other,43,N,M,0,,N,L,D,D,R,2
other,30,N,M,0,,N,L,G,A,C,3
other,36,H,M,3,,N,L,E,D,T,2
other,51,U,M,2,,N,L,F,B,R,3
other,53,H,M,2,,Y,L,E,D,R,3
other,22,N,F,0,,N,L,F,B,C,1
other,51,U,J,2,,N,L,E,D,R,3
other,31,U,M,1,,N,L,F,C,C,3
other,17,H,F,3,,N,L,F,B,S,2
other,51,H,F,2,,N,L,D,D,R,3
IL,5,H,M,2,,Y,L,F,A,U,2
other,18,H,J,3,,N,L,F,B,S,2
other,10,H,M,2,,N,L,F,B,U,4
FL,40,H,M,3,12,N,L,G,A,R,2
GA,27,H,M,3,,N,L,F,B,C,2
other,14,N,M,0,,N,L,F,A,S,1
CA,34,H,F,2,,N,L,F,A,T,1
WA,31,H,F,3,12,N,L,F,A,C,3
other,26,U,M,2,,N,L,F,B,C,2
other,40,U,M,2,12,N,L,E,D,R,2
TX,52,H,F,2,,N,L,E,D,R,3
other,51,H,M,3,,N,L,E,D,R,3
FL,40,H,M,3,,N,L,D,B,T,2
FL,40,N,M,0,,N,L,E,A,R,2
MI,21,H,F,3,,N,L,F,B,S,3
other,42,N,M,0,,N,L,F,B,R,1
other,15,U,F,3,,N,L,F,B,S,1
other,49,H,M,3,,N,L,G,D,R,2
MO,20,H,M,3,,N,L,F,B,S,2
CA,27,N,F,0,,N,L,F,A,C,2
TX,51,N,F,1,,N,L,F,A,R,3
NC,51,H,F,3,,Y,L,E,C,R,3
IL,12,H,M,3,,N,L,F,A,S,1
MI,49,H,F,3,,N,L,E,C,R,2
FL,25,H,F,3,,N,L,F,C,C,2
other,35,U,M,2,,N,L,F,B,T,1
NC,17,N,F,3,,N,L,G,B,S,2
FL,43,H,M,3,,N,L,F,C,R,2
FL,5,H,M,2,,N,L,F,C,U,2
other,30,H,M,3,,N,L,G,B,C,3
TX,40,N,F,0,,N,L,G,A,T,2
other,51,U,M,3,,N,L,F,D,R,3
FL,42,H,F,3,,N,L,F,B,R,1
other,13,N,M,0,,N,L,G,B,S,1
other,49,U,F,1,,N,L,F,C,R,2
other,40,H,M,3,,N,L,F,B,T,2
CA,3,H,F,3,12,Y,L,F,A,U,1
other,47,N,F,0,,N,L,F,D,R,2
GA,17,H,F,1,,N,L,G,A,S,2
CA,1,N,F,0,,N,L,F,A,U,1
WA,27,H,F,3,,N,L,E,A,C,2
other,36,U,F,3,,N,L,D,D,T,2
other,22,H,M,3,,N,L,E,B,C,1
WI,46,U,M,3,,N,L,E,D,R,2
IL,21,U,M,2,12,N,L,F,A,S,3
CA,20,H,F,3,,Y,L,F,A,S,2
other,42,U,M,2,,N,L,F,A,R,1
FL,29,N,F,0,,N,L,G,B,C,2
CA,48,N,F,0,,N,L,F,B,R,2
FL,40,H,M,3,,Y,L,F,B,T,2
other,39,H,M,3,,N,L,F,D,T,2
other,39,H,F,3,,N,L,F,D,T,2
IN,49,H,F,3,,N,L,F,D,R,2
TX,11,N,F,0,,N,L,F,A,S,1
CA,1,H,F,3,,Y,L,F,A,U,1
NC,24,H,M,2,,N,L,F,B,C,1
FL,21,H,M,2,,N,L,E,A,S,3
other,8,H,F,2,12,N,L,G,A,U,3
IL,30,H,F,3,12,N,L,G,C,C,3
other,27,N,M,3,,Y,L,F,C,C,2
TX,53,U,M,3,,Y,L,E,D,R,3
CA,42,H,M,1,12,N,L,F,D,R,1
other,26,U,F,3,,N,L,E,B,C,2
MI,51,N,M,0,,N,L,E,B,R,3
other,40,H,M,3,,N,L,E,B,T,2
NC,41,H,F,2,,N,L,G,D,T,3
IL,11,H,F,3,,N,L,F,B,S,1
IN,49,N,F,0,,N,L,F,C,R,2
CA,20,N,F,0,,N,L,D,A,S,2
other,34,N,F,1,0,N,L,F,B,T,1
other,30,H,F,3,,N,L,E,B,C,3
other,24,H,M,2,,N,L,G,A,C,1
other,35,H,M,3,,N,L,F,B,T,1
CA,35,N,M,0,,N,L,G,B,T,1
other,37,U,F,2,,N,L,G,B,T,2
WA,40,N,F,0,,N,L,G,B,T,2
TX,30,U,F,3,,N,L,E,C,C,3
other,16,H,M,1,,N,L,F,B,S,2
CA,11,H,F,1,,N,L,E,A,S,1
FL,14,H,F,3,12,N,L,E,A,S,1
IN,17,N,F,0,,N,L,F,B,S,2
other,10,H,F,2,,Y,L,F,A,U,4
GA,34,N,F,0,,N,L,E,A,T,1
IL,53,U,M,2,,N,L,F,D,R,3
other,44,H,F,3,,N,L,F,C,R,2
other,37,H,F,3,,N,L,F,A,T,2
FL,24,N,F,0,,N,L,F,C,C,1
other,49,H,M,2,,N,L,F,D,R,2
WA,31,N,F,0,,N,L,G,A,C,3
IL,1,N,M,3,12,N,L,G,A,U,1
FL,23,H,M,1,,N,L,G,B,C,1
TX,20,H,F,3,,N,L,F,A,S,2
FL,23,H,F,3,,N,L,G,B,C,1
GA,40,N,F,0,,N,L,F,A,T,2
other,33,N,F,0,,N,L,F,B,C,3
IN,24,H,F,3,,N,L,E,C,C,1
GA,40,H,F,3,,N,L,G,A,T,2
other,32,H,M,3,,Y,L,D,B,C,3
TX,10,H,F,2,,N,L,F,A,U,4
CA,24,U,M,2,,N,L,G,B,C,1
IN,27,H,M,3,,N,L,G,C,C,2
other,24,U,M,1,,N,L,G,B,C,1
other,23,U,M,3,,N,L,F,B,C,1
other,41,H,F,3,,N,L,D,C,T,3
other,45,U,M,3,,N,L,F,D,R,2
other,25,H,M,2,,N,L,G,B,C,2
other,27,N,M,0,,N,L,F,B,C,2
CA,34,N,F,0,12,N,L,E,A,T,1
other,4,H,M,2,,N,L,F,A,U,2
other,39,N,F,0,,N,L,F,D,T,2
MI,38,H,F,3,12,N,L,E,D,T,2
CA,8,N,F,0,,N,L,D,A,U,3
other,36,H,M,3,,N,L,F,D,T,2
other,15,H,F,3,,N,L,E,B,S,1
MI,49,H,M,2,,N,L,E,B,R,2
NC,42,N,F,0,,N,L,F,C,R,1
IL,31,H,M,3,12,N,L,F,A,C,3
IL,26,H,M,3,,N,L,E,A,C,2
FL,20,H,M,3,,N,L,F,A,S,2
CA,13,H,M,3,,N,L,F,A,S,1
FL,28,N,J,0,,N,L,F,B,C,2
IL,18,H,F,3,,N,L,F,A,S,2
MO,10,H,M,3,,Y,L,E,B,U,4
TX,40,H,M,3,12,N,L,F,C,R,2
MO,48,H,F,3,,N,L,F,D,R,2
other,42,N,M,0,,Y,L,E,B,R,1
CA,6,H,F,3,,N,L,F,A,U,2
other,17,H,M,3,,Y,L,F,A,S,2
other,22,H,M,3,,N,L,F,C,C,1
other,44,U,F,2,,N,L,F,D,R,2
other,48,N,M,2,1,N,L,D,B,R,2
other,18,H,F,3,,N,L,E,A,S,2
MO,10,U,F,1,,N,L,E,A,U,4
CA,18,H,F,3,,N,L,F,A,S,2
other,10,N,F,0,,N,L,E,D,U,4
other,40,H,F,3,12,N,L,D,C,T,2
TX,14,H,F,3,,N,L,F,B,S,1
WI,40,H,M,3,,N,L,F,D,T,2
CA,8,U,F,1,,N,L,E,A,U,3
WA,44,H,U,3,,N,L,G,C,R,2
CA,26,U,F,2,,N,L,D,A,C,2
GA,30,H,F,2,,Y,L,G,B,C,3
FL,50,H,M,3,,N,L,G,B,R,3
CA,15,N,F,0,,N,L,D,A,S,1
other,51,U,F,3,,N,L,F,D,R,3
CA,46,H,M,2,,N,L,F,A,R,2
CA,13,U,F,2,12,N,L,E,A,S,1
GA,24,H,F,1,,N,L,F,A,C,1
NC,24,H,F,3,,N,L,G,C,C,1
other,36,U,M,3,,N,L,E,D,T,2
CA,24,H,M,2,,Y,L,E,A,C,1
CA,3,H,F,2,,N,L,G,A,U,1
other,44,H,F,3,,N,L,G,C,R,2
other,49,U,M,2,,N,L,D,D,R,2
other,14,H,M,3,,N,L,G,B,S,1
MI,17,H,F,3,,N,L,D,A,S,2
MO,36,H,F,3,,N,L,F,A,T,2
TX,11,N,M,0,,N,L,F,A,S,1
other,41,N,F,0,,N,L,E,C,T,3
FL,12,H,F,1,,N,L,F,B,S,1
WI,12,H,M,1,,N,L,F,B,S,1
other,43,U,M,2,,N,L,G,C,R,2
CA,8,H,F,3,,N,L,F,A,U,3
MI,49,H,M,3,,Y,L,D,D,R,2
CA,12,U,M,2,,N,L,G,A,S,1
other,30,H,F,3,,N,L,D,C,C,3
TX,43,H,M,2,,N,L,F,D,R,2
TX,40,H,M,3,,N,L,F,A,T,2
CA,12,U,F,1,,Y,L,G,A,S,1
FL,28,H,M,3,,N,L,D,C,C,2
MI,12,H,F,2,,N,L,G,A,S,1
IL,8,U,F,2,,N,L,F,A,U,3
CA,25,H,M,3,,Y,L,E,C,C,2
CA,29,N,M,0,,Y,L,D,A,C,2
other,46,U,F,3,2,N,L,D,D,R,2
other,18,H,M,3,,N,L,F,B,S,2
IL,41,U,F,3,,N,L,F,A,T,3
TX,12,H,M,2,,N,L,G,A,S,1
CA,2,H,F,3,,N,L,D,A,U,1
CA,11,H,F,3,,N,L,G,A,S,1
WA,34,H,F,3,,N,L,G,D,T,1
other,24,H,M,1,,N,L,G,C,C,1
FL,45,H,M,3,,N,L,E,C,R,2
MO,35,H,M,3,,N,L,G,A,T,1
WA,36,H,M,2,,N,L,F,D,T,2
CA,17,N,M,0,,N,L,E,A,S,2
other,20,H,M,2,12,Y,L,F,B,S,2
CA,8,H,F,3,,N,L,F,A,U,3
WA,27,N,M,0,,N,L,F,A,C,2
other,36,N,M,0,,N,L,F,D,T,2
NC,37,U,F,3,,N,L,E,C,T,2
WA,25,U,F,3,,N,L,F,D,C,2
IL,13,H,F,3,,N,L,F,A,S,1
CA,35,H,M,3,,Y,L,F,B,T,1
TX,32,H,U,2,,N,L,F,A,C,3
other,25,H,F,2,,N,L,E,C,C,2
TX,18,H,F,2,,N,L,F,B,S,2
IL,51,H,M,2,,N,L,G,D,R,3
TX,30,H,F,2,,Y,L,F,C,C,3
FL,4,N,F,0,,N,L,D,A,U,2
CA,20,N,F,0,,N,L,E,A,S,2
IL,14,N,F,0,,N,L,D,A,S,1
IL,12,H,F,2,,N,L,E,A,S,1
MI,18,H,M,3,,N,L,F,C,S,2
NC,39,N,F,0,,Y,L,E,C,T,2
other,39,H,M,2,,N,L,D,B,T,2
other,23,H,M,3,12,N,L,F,C,C,1
MO,20,H,F,3,12,N,L,G,A,S,2
MO,45,U,F,3,,N,L,F,D,R,2
GA,41,N,F,0,,N,L,F,A,T,3
MO,35,H,F,3,,Y,L,G,B,T,1
other,46,U,M,3,12,N,L,F,D,R,2
other,44,U,F,2,12,N,L,G,D,R,2
MI,12,H,F,3,,N,L,F,A,S,1
other,36,N,F,2,,N,L,E,B,T,2
other,36,U,F,3,,N,L,E,D,T,2
CA,2,H,M,3,,N,L,G,A,U,1
TX,12,H,M,3,,N,L,G,B,S,1
other,4,N,F,0,,N,L,F,B,U,2
WI,14,U,U,2,,N,L,E,D,S,1
FL,18,H,F,3,,Y,L,E,A,S,2
other,43,U,M,2,,N,L,F,D,R,2
NC,24,H,M,3,,N,L,F,C,C,1
WA,24,H,F,3,,Y,L,E,A,C,1
other,40,H,M,3,,N,L,E,B,T,2
FL,30,H,F,3,12,N,L,F,B,C,3
FL,36,H,F,3,,N,L,E,B,T,2
CA,14,N,M,0,,N,L,E,A,S,1
other,49,H,M,3,,N,L,E,D,R,2
NC,40,H,M,3,,Y,L,G,C,T,2
other,16,U,M,3,,N,L,F,B,S,2
CA,7,H,M,3,,N,L,F,A,U,2
CA,16,N,F,0,,N,L,E,A,S,2
IL,3,N,F,0,12,N,L,F,A,U,1
WA,5,H,F,3,,N,L,E,A,U,2
MI,40,H,F,2,,N,L,F,A,R,2
NC,16,H,M,3,,N,L,F,B,S,2
other,50,N,F,0,,N,L,D,D,R,3
other,51,N,F,0,,N,L,F,D,R,3
CA,7,H,F,2,,Y,L,G,A,U,2
GA,46,U,F,3,,N,L,G,D,R,2
IN,17,N,F,0,,N,L,F,B,S,2
MO,35,U,F,2,,N,L,E,D,T,1
NC,23,U,F,1,,N,L,E,B,C,1
other,15,U,M,1,,N,L,E,A,S,1
FL,21,U,M,3,,N,L,F,B,S,3
other,45,U,F,2,0,Y,L,E,D,R,2
other,53,H,M,3,,Y,L,E,D,R,3
MI,51,U,F,2,,N,L,G,D,R,3
IL,21,N,F,0,,N,L,E,A,S,3
other,39,U,F,3,,N,L,E,B,T,2
other,21,U,F,3,,N,L,F,B,S,3
FL,50,H,F,3,,N,L,F,B,R,3
MI,24,H,F,2,,N,L,F,A,C,1
MI,5,H,F,3,,Y,L,D,A,U,2
IL,44,U,F,3,,N,L,G,A,R,2
other,18,H,F,3,,N,L,G,B,S,2
other,28,H,F,3,,N,L,F,B,C,2
other,14,U,M,1,,N,L,F,A,S,1
IN,30,U,F,3,,N,L,D,B,C,3
other,35,H,M,3,,N,L,F,B,T,1
TX,7,U,F,2,,N,L,F,A,U,2
MI,13,H,M,3,,N,L,F,A,S,1
other,41,N,M,0,12,N,L,D,D,T,3
FL,24,U,M,2,,N,L,G,C,C,1
TX,46,N,F,0,,N,L,F,C,R,2
MO,45,H,F,2,,Y,L,F,D,R,2
GA,47,N,F,0,,N,L,E,D,R,2
other,41,H,M,3,,Y,L,F,C,T,3
CA,11,H,M,3,,N,L,G,A,S,1
other,39,H,M,3,,N,L,F,C,T,2
WA,8,N,M,0,,N,L,F,A,U,3
other,21,H,F,3,,Y,L,E,A,S,3
other,14,H,M,2,,N,L,F,A,S,1
FL,10,N,M,0,,N,L,F,A,U,4
other,43,N,F,0,,N,L,G,C,R,2
TX,53,H,M,3,,N,L,D,D,R,3
other,42,U,F,2,,N,L,F,C,R,1
CA,14,H,U,3,,N,L,F,A,S,1
other,27,N,F,0,,N,L,E,C,C,2
other,39,H,M,3,,N,L,F,C,T,2
MO,23,H,M,2,,N,L,F,B,C,1
IN,37,H,M,3,,N,L,F,B,T,2
CA,11,U,F,1,,N,L,G,A,S,1
other,49,N,M,0,,N,L,F,D,R,2
other,51,H,F,2,,N,L,F,D,R,3
IL,28,H,F,3,,N,L,D,C,C,2
MI,41,U,F,1,,N,L,G,A,T,3
FL,26,H,F,3,,N,L,F,C,C,2
other,36,N,F,0,,N,L,F,D,T,2
MI,4,U,F,1,,N,L,F,A,U,2
FL,28,H,M,3,,N,L,F,B,C,2
MO,40,H,F,3,12,N,L,E,A,R,2
CA,5,H,F,3,,N,L,F,A,U,2
FL,23,H,F,3,,N,L,G,B,C,1
NC,16,H,F,2,,N,L,F,B,S,2
other,28,H,F,3,,N,L,F,D,C,2
CA,46,H,M,3,,N,L,F,C,R,2
other,41,H,F,3,,N,L,F,D,T,3
other,40,N,F,0,,N,L,E,D,R,2
WI,38,H,F,3,,N,L,F,C,T,2
CA,24,N,F,0,,N,L,E,A,C,1
NC,24,H,F,3,,Y,L,F,C,C,1
TX,12,N,M,0,,N,L,F,A,S,1
GA,17,H,M,3,,N,L,F,A,S,2
MO,3,H,M,1,,N,L,E,A,U,1
CA,3,H,U,3,,N,L,E,A,U,1
CA,13,H,U,1,,N,L,F,A,S,1
IN,27,H,F,2,,N,L,G,B,C,2
MI,49,H,M,2,,N,L,F,D,R,2
other,30,U,F,3,12,N,L,F,B,C,3
other,19,N,M,0,,N,L,G,A,S,2
IN,49,U,F,3,,Y,L,F,B,R,2
NC,43,U,M,2,,N,L,F,D,R,2
IN,49,H,M,3,,N,L,F,D,R,2
WI,40,H,M,3,12,N,L,F,B,R,2
MI,18,H,F,3,,N,L,F,A,S,2
CA,11,H,F,3,,N,L,F,A,S,1
other,48,U,F,3,,N,L,D,D,R,2
other,18,N,F,0,,N,L,G,D,S,2
CA,29,H,F,2,,N,L,G,A,C,2
FL,51,N,F,0,,N,L,E,C,R,3
FL,26,H,F,3,,N,L,D,A,C,2
other,24,U,F,3,,N,L,E,C,C,1
other,10,N,M,0,,N,L,F,A,U,4
NC,40,H,F,2,12,N,L,F,C,R,2
WA,15,N,M,0,,N,L,E,A,S,1
other,45,U,F,3,,N,L,G,B,R,2
other,40,H,M,3,,N,L,F,C,T,2
FL,23,N,M,2,,Y,L,G,A,C,1
IL,8,H,F,3,,N,L,F,A,U,3
TX,2,H,M,3,,N,L,F,A,U,1
CA,3,H,F,2,,N,L,F,A,U,1
other,41,N,F,0,,N,L,F,D,T,3
MO,30,H,F,2,,N,L,F,C,C,3
other,19,H,F,3,,N,L,F,A,S,2
IN,45,N,M,0,,N,L,G,C,R,2
other,24,N,F,0,,N,L,D,C,C,1
CA,27,H,M,3,0,Y,L,F,A,C,2
other,34,U,M,3,,N,L,D,B,T,1
other,35,H,M,3,,N,L,F,C,T,1
NC,47,N,F,0,,N,L,E,D,R,2
other,47,U,M,2,,N,L,D,D,R,2
WA,28,H,F,3,,Y,L,F,C,C,2
MO,43,N,F,0,,N,L,E,A,R,2
TX,41,H,M,3,,N,L,E,A,T,3
CA,11,N,M,0,,N,L,F,A,S,1
CA,8,H,M,2,,N,L,F,A,U,3
MI,26,U,M,3,,N,L,F,A,C,2
other,36,H,F,3,,N,L,D,B,T,2
FL,17,H,F,3,,N,L,E,B,S,2
other,39,H,F,3,,N,L,E,D,T,2
IL,7,N,F,0,,N,L,F,A,U,2
IL,34,H,F,3,,Y,L,G,D,T,1
other,21,H,M,2,,N,L,F,B,S,3
other,37,H,F,3,,N,L,F,C,T,2
other,25,N,M,0,12,N,L,F,B,C,2
MI,22,H,M,3,,N,L,E,A,C,1
other,49,U,F,3,,N,L,F,D,R,2
other,36,N,M,0,,N,L,F,C,T,2
TX,21,H,F,3,,N,L,G,A,S,3
TX,30,H,F,2,,N,L,D,B,C,3
GA,28,H,M,3,,Y,L,F,A,C,2
other,42,N,F,0,,N,L,F,C,R,1
CA,7,H,F,3,,N,L,G,A,U,2
IN,41,H,F,3,,N,L,F,D,T,3
other,26,U,F,3,,N,L,F,B,C,2
other,40,H,M,3,,Y,L,D,A,R,2
IN,49,H,M,3,,N,L,F,C,R,2
other,27,H,M,3,,Y,L,F,C,C,2
other,47,N,M,0,,N,L,G,B,R,2
WA,42,U,F,1,,Y,L,G,A,R,1
IL,53,U,F,2,,N,L,F,D,R,3
WI,16,H,F,3,,N,L,G,B,S,2
IL,1,H,F,2,,N,L,F,A,U,1
IL,41,U,F,3,,N,L,D,C,T,3
other,29,N,F,0,,N,L,G,A,C,2
other,53,U,F,3,,N,L,F,D,R,3
CA,13,H,F,2,,N,L,G,A,S,1
MI,35,U,M,2,,N,L,G,A,T,1
other,16,H,F,2,,N,L,D,B,S,2
GA,25,N,M,0,,N,L,D,A,C,2
GA,13,H,F,3,,N,L,E,A,S,1
other,49,H,F,3,,Y,L,F,C,R,2
other,40,N,U,3,,N,L,F,C,R,2
CA,21,N,F,0,,N,L,G,A,S,3
FL,40,N,F,0,,N,L,F,A,R,2
CA,17,N,F,0,,N,L,D,B,S,2
other,45,H,M,2,,N,L,E,D,R,2
other,25,U,F,1,,N,L,F,B,C,2
CA,11,U,F,1,,N,L,F,A,S,1
NC,43,H,M,3,,Y,L,E,C,R,2
other,46,U,F,2,,N,L,F,D,R,2
other,17,H,M,3,,N,L,E,A,S,2
IL,14,U,U,1,,N,L,G,A,S,1
GA,31,H,F,3,,Y,L,E,C,C,3
CA,13,N,F,0,,N,L,F,A,S,1
MI,45,N,F,0,,N,L,G,D,R,2
FL,37,H,F,3,,N,L,F,C,T,2
WA,12,H,M,3,,N,L,G,A,S,1
CA,12,U,F,2,,N,L,F,A,S,1
other,18,H,F,3,,N,L,F,B,S,2
MO,17,H,F,3,,N,L,F,A,S,2
other,25,H,F,3,,N,L,G,B,C,2
other,5,H,F,1,,N,L,E,B,U,2
GA,20,H,F,3,,N,L,F,A,S,2
MO,27,H,M,3,,N,L,G,B,C,2
other,12,H,M,3,,N,L,F,B,S,1
other,43,U,M,2,,N,L,E,D,R,2
IL,30,H,F,3,,N,L,G,A,C,3
MO,31,N,F,0,,N,L,E,C,C,3
CA,40,N,F,3,,N,L,F,A,R,2
other,48,H,M,2,,N,L,D,D,R,2
TX,11,H,F,3,,N,L,F,B,S,1
other,36,H,M,2,,N,L,G,C,T,2
IL,9,N,M,0,,N,L,F,A,U,3
other,12,H,F,2,,N,L,F,B,S,1
CA,44,H,F,3,,N,L,G,B,R,2
other,53,H,M,2,,N,L,F,D,R,3
TX,6,H,F,3,,N,L,D,B,U,2
other,51,N,F,0,,N,L,G,D,R,3
CA,2,H,M,3,,Y,L,F,A,U,1
TX,39,H,F,3,,N,L,D,B,T,2
TX,52,U,M,2,,N,L,F,D,R,3
IL,13,U,F,1,,N,L,F,A,S,1
CA,26,H,F,3,,N,L,D,C,C,2
other,27,U,F,2,,N,L,F,B,C,2
TX,3,H,F,3,,N,L,F,A,U,1
FL,28,H,F,3,,N,L,F,C,C,2
other,11,N,F,0,,N,L,F,B,S,1
GA,28,U,M,2,,N,L,F,B,C,2
FL,40,H,F,2,,N,L,E,C,R,2
WA,46,U,J,1,,N,L,D,D,R,2
FL,32,H,M,3,,N,L,E,C,C,3
FL,39,H,F,3,,N,L,F,C,T,2
MO,41,H,M,2,,N,L,G,C,T,3
CA,19,N,F,0,,N,L,E,A,S,2
CA,35,N,F,0,,N,L,F,A,T,1
TX,18,H,M,3,,Y,L,F,A,S,2
IL,40,H,F,2,,N,L,E,C,T,2
other,10,H,F,2,,N,L,F,B,U,4
other,29,H,F,2,,Y,L,D,B,C,2
TX,40,N,M,0,,N,L,F,D,R,2
MO,36,H,M,3,,Y,L,E,B,T,2
other,50,U,F,3,,Y,L,D,D,R,3
TX,1,U,M,2,,N,L,F,A,U,1
CA,35,N,M,0,,N,L,G,A,T,1
CA,48,N,M,0,,N,L,E,C,R,2
CA,35,N,F,0,,N,L,F,A,T,1
NC,41,U,M,3,,N,L,F,D,T,3
other,40,H,F,3,,N,L,E,D,R,2
WA,45,H,M,3,,N,L,G,C,R,2
other,5,H,M,3,,N,L,F,B,U,2
NC,27,H,F,3,,N,L,E,C,C,2
IN,12,H,F,3,,Y,L,E,B,S,1
MI,39,U,M,2,,N,L,E,B,T,2
CA,23,H,F,1,,N,L,F,A,C,1
CA,7,N,F,0,,N,L,G,A,U,2
other,34,H,M,3,,N,L,D,D,T,1
GA,34,H,M,3,,N,L,F,D,T,1
GA,50,U,F,3,,N,L,F,D,R,3
other,44,H,F,2,,N,L,F,C,R,2
other,10,N,M,0,,N,L,F,A,U,4
other,30,H,F,3,,N,L,E,B,C,3
FL,30,H,M,3,,N,L,F,A,C,3
WA,16,H,M,3,,N,L,E,A,S,2
other,24,H,M,3,,N,L,F,C,C,1
other,43,H,F,3,,N,L,E,C,R,2
CA,46,H,F,2,,N,L,F,D,R,2
IL,24,H,F,3,,N,L,E,A,C,1
MO,40,H,F,3,12,N,L,G,A,R,2
FL,41,N,M,0,,N,L,D,B,T,3
CA,19,N,F,0,12,N,L,E,A,S,2
IL,22,H,M,2,,N,L,F,A,C,1
other,40,H,M,3,,N,L,E,B,T,2
other,40,H,F,3,,N,L,G,C,T,2
CA,24,H,F,3,,N,L,F,A,C,1
CA,14,N,M,0,,N,L,F,A,S,1
NC,24,N,M,0,,N,L,E,B,C,1
CA,1,N,M,0,12,N,L,F,A,U,1
other,16,N,F,0,,N,L,F,B,S,2
other,49,N,F,0,,N,L,E,C,R,2
CA,25,H,M,2,,N,L,F,C,C,2
other,18,H,F,3,,N,L,G,B,S,2
other,53,N,F,0,,N,L,F,D,R,3
CA,10,H,M,3,,N,L,F,A,U,4
TX,3,N,F,0,,N,L,F,A,U,1
CA,52,H,F,3,,N,L,E,C,R,3
CA,14,H,F,3,,N,L,D,A,S,1
TX,40,H,M,3,,N,L,F,B,T,2
CA,46,N,F,0,12,N,L,G,B,R,2
other,46,N,M,0,,Y,L,F,D,R,2
IL,51,U,M,2,,N,L,F,D,R,3
other,11,H,M,2,,Y,L,F,B,S,1
NC,39,U,M,2,,N,L,F,B,T,2
other,30,H,F,3,,N,L,F,C,C,3
other,47,N,F,0,,N,L,F,D,R,2
FL,20,U,F,1,,N,L,E,B,S,2
CA,31,H,M,2,,N,L,G,C,C,3
MI,10,H,M,2,,Y,L,F,A,U,4
CA,20,U,M,3,,N,L,F,A,S,2
MO,45,N,F,0,,Y,L,D,D,R,2
NC,40,H,F,3,,N,L,F,B,T,2
other,13,H,M,3,,Y,L,F,B,S,1
TX,49,N,F,0,,N,L,D,D,R,2
TX,26,H,M,3,,Y,L,F,D,C,2
other,36,H,F,3,,Y,L,E,B,T,2
CA,13,N,M,0,,N,L,G,A,S,1
other,8,N,F,0,,N,L,G,B,U,3
WA,34,H,F,2,,N,L,E,B,T,1
other,40,N,F,0,,Y,L,E,D,T,2
FL,23,N,F,0,,N,L,E,B,C,1
CA,2,N,M,0,,N,L,G,A,U,1
MO,43,H,F,2,,N,L,E,D,R,2
CA,40,U,F,2,,Y,L,F,B,T,2
